fiyat;marka;seri;model;yil;yakit;vites;km;motor_gucu_hp;motor_hacmi_cc;cekis;renk;garanti;kimden
33750;Opel;Corsa;1.3 CDTI Enjoy;2004;Dizel;Yarý Otomatik;206000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
27250;Opel;Corsa;1.0 ECO Club;2003;Benzin;Yarý Otomatik;202000;58;973;Önden;Kýrmýzý;Hayýr;Galeriden
16000;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;340000;76;1601;Önden;Beyaz;Hayýr;Galeriden
48500;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;89150;100;1364;Önden;Kahverengi;Hayýr;Galeriden
35000;Opel;Corsa;1.2 Twinport Essentia;2007;Benzin;Yarý Otomatik;128000;80;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
22000;Opel;Corsa;1.4 Swing;1998;Benzin;Manuel;131386;90;1389;Önden;Yeþil;Hayýr;Sahibinden
27250;Opel;Corsa;1.2 Silverline;2006;Benzin & LPG;Manuel;200000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
40750;Opel;Corsa;1.4 Twinport Enjoy;2008;Benzin & LPG;Otomatik;125500;90;1364;Önden;Mavi;Hayýr;Galeriden
41999;Opel;Corsa;1.2 Twinport Essentia;2011;Benzin;Yarý Otomatik;26000;85;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
56000;Opel;Corsa;1.4 Enjoy;2015;Benzin;Otomatik;45000;76;1401;Önden;Kýrmýzý;Hayýr;Sahibinden
56950;Opel;Corsa;1.3 CDTI Color Edition;2015;Dizel;Manuel;52000;75;1248;Önden;Kýrmýzý;Hayýr;Galeriden
23500;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;214000;75;1686;Önden;Beyaz;Hayýr;Sahibinden
70900;Opel;Corsa;1.4 Enjoy;2017;Benzin;Otomatik;1;90;1398;Önden;Kýrmýzý;Evet;Galeriden
31750;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;223269;75;1248;Önden;Mavi;Hayýr;Sahibinden
51000;Opel;Corsa;1.2 Essentia;2016;Benzin;Manuel;24000;70;1229;Önden;Siyah;Evet;Galeriden
44900;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;110000;75;1248;Önden;Siyah;Hayýr;Galeriden
39750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;132000;76;1201;Önden;Beyaz;Evet;Sahibinden
22000;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;243000;176;1201;Önden;Beyaz;Hayýr;Sahibinden
43000;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;103000;75;1248;Önden;Gri;Hayýr;Galeriden
36500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;79000;51;1201;Önden;Gümüþ Gri;Hayýr;Galeriden
26500;Opel;Corsa;1.3 CDTI Enjoy;2006;Dizel;Manuel;190000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
57000;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;32000;90;1398;Önden;Gri;Evet;Galeriden
17500;Opel;Corsa;1.4 GLS;1998;Benzin & LPG;Manuel;170000;76;1201;Önden;Beyaz;Evet;Galeriden
21500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;245000;90;1389;Önden;Gümüþ Gri;Hayýr;Sahibinden
40000;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;97579;75;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
59500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;21250;90;1398;Önden;Kýrmýzý;Hayýr;Galeriden
21000;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;185000;65;1199;Önden;Mavi;Hayýr;Galeriden
52000;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;12000;70;1229;Önden;Beyaz;Hayýr;Sahibinden
52500;Opel;Corsa;1.4 Twinport Active;2013;Benzin;Otomatik;21000;100;1364;Önden;Siyah;Hayýr;Galeriden
28000;Opel;Corsa;1.4 Cosmo;2004;Benzin & LPG;Yarý Otomatik;175000;90;1364;Önden;Siyah;Hayýr;Sahibinden
31500;Opel;Corsa;1.3 CDTI Enjoy;2005;Dizel;Manuel;91500;51;1201;Önden;Gri;Hayýr;Sahibinden
32600;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;175000;75;1248;Önden;Beyaz;Hayýr;Galeriden
41500;Opel;Corsa;1.4 Twinport Enjoy;2008;Benzin & LPG;Otomatik;130000;90;1364;Önden;Siyah;Evet;Galeriden
21750;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;196000;90;1389;Önden;Gümüþ Gri;Evet;Sahibinden
27750;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;250000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
45650;Opel;Corsa;1.4 Twinport Enjoy;2011;Benzin;Otomatik;35000;100;1364;Önden;Siyah;Hayýr;Sahibinden
37000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;130000;75;1248;Önden;Beyaz;Hayýr;Galeriden
49900;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;95000;95;1248;Önden;Beyaz;Hayýr;Galeriden
40500;Opel;Corsa;1.2 Twinport Essentia;2008;Benzin & LPG;Yarý Otomatik;103500;80;1229;Önden;Beyaz;Hayýr;Galeriden
34500;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;187500;75;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
46000;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;95000;75;1248;Önden;Beyaz;Hayýr;Galeriden
15000;Opel;Corsa;1.4 Swing;1994;Benzin & LPG;Manuel;144000;60;1389;Önden;Gümüþ Gri;Hayýr;Sahibinden
39500;Opel;Corsa;1.4 Twinport Enjoy 111;2010;Benzin;Otomatik;47500;76;1201;Önden;Gri;Hayýr;Sahibinden
21750;Opel;Corsa;1.4 Comfort;2001;Benzin;Manuel;190000;90;1389;Önden;Turuncu;Hayýr;Galeriden
26500;Opel;Corsa;1.4 Enjoy;2003;Benzin & LPG;Manuel;235000;90;1389;Önden;Lacivert;Hayýr;Galeriden
48000;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin & LPG;Manuel;74000;100;1364;Önden;Beyaz;Hayýr;Galeriden
14750;Opel;Corsa;1.4 Swing;1993;Benzin & LPG;Manuel;138000;60;1389;Önden;Beyaz;Hayýr;Galeriden
46500;Opel;Corsa;1.3 CDTI Active;2013;Dizel;Manuel;77000;76;1201;Önden;Gümüþ Gri;Hayýr;Galeriden
28500;Opel;Corsa;1.2 Essentia;2004;Benzin;Yarý Otomatik;121000;75;1199;Önden;Lacivert;Evet;Galeriden
21000;Opel;Corsa;1.5 TD ECO;2000;Dizel;Manuel;230000;67;1488;Önden;Beyaz;Hayýr;Galeriden
39900;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;104000;75;1248;Önden;Beyaz;Evet;Galeriden
31250;Opel;Corsa;1.2 Essentia;2007;Benzin;Manuel;88000;51;1200;Önden;Turkuaz;Hayýr;Sahibinden
41700;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;85000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
29000;Opel;Corsa;1.2 Comfort;2002;Benzin;Yarý Otomatik;91000;75;1199;Önden;Mavi;Hayýr;Sahibinden
51500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;80000;90;1398;Önden;Beyaz;Evet;Sahibinden
33500;Opel;Corsa;1.2 Silverline;2006;Benzin;Yarý Otomatik;99000;80;1229;Önden;Gri;Hayýr;Sahibinden
41750;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin;Manuel;39000;76;1200;Önden;Füme;Hayýr;Sahibinden
39750;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;175000;75;1248;Önden;Füme;Hayýr;Sahibinden
51750;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;77000;75;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
23700;Opel;Corsa;1.0 Essentia;2004;Benzin & LPG;Manuel;162000;60;998;Önden;Yeþil;Evet;Sahibinden
62000;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;24817;90;1398;Önden;Siyah;Hayýr;Galeriden
15300;Opel;Corsa;1.6 GSi;1994;Benzin & LPG;Manuel;200000;106;1598;Önden;Siyah;Hayýr;Sahibinden
38900;Opel;Corsa;1.2 Twinport Essentia;2007;Benzin;Yarý Otomatik;123000;80;1229;Önden;Gri;Hayýr;Galeriden
36500;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;144000;75;1248;Önden;Gümüþ Gri;Evet;Galeriden
59000;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;29000;90;1398;Önden;Gümüþ Gri;Evet;Galeriden
56900;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;32000;90;1398;Önden;Gri;Evet;Galeriden
51500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;26500;90;1398;Önden;Beyaz;Hayýr;Galeriden
56900;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;32000;90;1398;Önden;Füme;Evet;Galeriden
46500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;73500;75;1248;Önden;Beyaz;Hayýr;Sahibinden
19650;Opel;Corsa;1.4 GLS;1998;Benzin & LPG;Manuel;146000;76;1201;Önden;Beyaz;Hayýr;Galeriden
17999;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;165000;90;1389;Önden;Yeþil;Hayýr;Galeriden
22700;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;189000;151;1601;Önden;Kahverengi;Hayýr;Sahibinden
43100;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;105000;75;1248;Önden;Beyaz;Evet;Sahibinden
19500;Opel;Corsa;1.4 Swing;1998;Benzin;Manuel;239000;51;1201;Önden;Gümüþ Gri;Hayýr;Galeriden
38500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;169000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
43500;Opel;Corsa;1.3 CDTI Active;2013;Dizel;Manuel;57000;95;1248;Önden;Siyah;Hayýr;Sahibinden
32000;Opel;Corsa;1.2 Essentia;2007;Benzin;Manuel;117000;80;1229;Önden;Mavi;Hayýr;Sahibinden
38500;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;135000;90;1248;Önden;Siyah;Hayýr;Sahibinden
39500;Opel;Corsa;1.4 Enjoy;2009;Benzin;Otomatik;112000;90;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
42000;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;99000;51;1201;Önden;Beyaz;Hayýr;Galeriden
24000;Opel;Corsa;1.3 CDTI Silverline;2006;Dizel;Manuel;133000;70;1248;Önden;Bordo;Hayýr;Sahibinden
43750;Opel;Corsa;1.3 CDTI Enjoy 111;2010;Dizel;Manuel;154000;90;1248;Önden;Beyaz;Evet;Sahibinden
57500;Opel;Corsa;1.4 Design;2016;Benzin;Yarý Otomatik;33000;90;1398;Önden;Gri;Evet;Galeriden
22500;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;229000;176;1601;Önden;Beyaz;Hayýr;Sahibinden
35250;Opel;Corsa;1.4 Elegance;2003;Benzin & LPG;Otomatik;160000;90;1389;Önden;Gümüþ Gri;Evet;Galeriden
57500;Opel;Corsa;1.4 Twinport Essentia;2015;Benzin;Otomatik;34000;100;1364;Önden;Gri;Hayýr;Galeriden
38500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;126000;76;1201;Önden;Kahverengi;Hayýr;Galeriden
60950;Opel;Corsa;1.4 Enjoy;2016;Benzin;Yarý Otomatik;30000;90;1398;Önden;Kýrmýzý;Evet;Galeriden
19500;Opel;Corsa;1.4 GLS;1997;Benzin;Manuel;138000;126;1201;Önden;Yeþil;Hayýr;Sahibinden
33500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;95000;75;1248;Önden;Beyaz;Hayýr;Galeriden
16950;Opel;Corsa;1.4 Swing;1998;Benzin;Manuel;182000;90;1389;Önden;Yeþil;Hayýr;Sahibinden
29000;Opel;Corsa;1.3 CDTI Silverline;2006;Dizel;Yarý Otomatik;163000;70;1248;Önden;Gri;Hayýr;Sahibinden
46350;Opel;Corsa;1.3 CDTI Enjoy 111;2011;Dizel;Manuel;150000;90;1248;Önden;Mavi;Hayýr;Sahibinden
47000;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin;Otomatik;89455;100;1364;Önden;Lacivert;Hayýr;Galeriden
30500;Opel;Corsa;1.2 Essentia;2006;Benzin & LPG;Manuel;110000;80;1229;Önden;Beyaz;Hayýr;Sahibinden
21600;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Otomatik;194000;60;1389;Önden;Yeþil;Hayýr;Sahibinden
59250;Opel;Corsa;1.2 Enjoy;2017;Benzin;Manuel;4300;70;1229;Önden;Beyaz;Evet;Sahibinden
29000;Opel;Corsa;1.2 Essentia;2004;Benzin;Yarý Otomatik;130000;75;1199;Önden;Beyaz;Hayýr;Sahibinden
17000;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;202000;65;1199;Önden;Gümüþ Gri;Hayýr;Sahibinden
31750;Opel;Corsa;1.4 Enjoy;2005;Benzin & LPG;Yarý Otomatik;166000;90;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
25900;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;225000;70;1248;Önden;Beyaz;Hayýr;Galeriden
39500;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;140000;75;1248;Önden;Siyah;Hayýr;Galeriden
43500;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;75800;100;1364;Önden;Beyaz;Hayýr;Sahibinden
42000;Opel;Corsa;1.4 Enjoy;2010;Benzin;Otomatik;111000;76;1201;Önden;Siyah;Hayýr;Galeriden
16750;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;355000;126;1601;Önden;Beyaz;Hayýr;Sahibinden
17250;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;230000;90;1389;Önden;Mavi;Hayýr;Galeriden
16750;Opel;Corsa;1.4 Swing;1995;Benzin & LPG;Manuel;280000;60;1389;Önden;Bordo;Hayýr;Sahibinden
53900;Opel;Corsa;1.4 Twinport Active;2014;Benzin;Otomatik;22000;100;1364;Önden;Füme;Hayýr;Galeriden
47750;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;57000;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
20750;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;18000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
29750;Opel;Corsa;1.2 Essentia;2005;Benzin & LPG;Manuel;180000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
37950;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;140464;75;1248;Önden;Beyaz;Hayýr;Galeriden
22000;Opel;Corsa;1.4 Swing;1998;Benzin;Manuel;190000;60;1389;Önden;Beyaz;Hayýr;Galeriden
22750;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;195000;70;1248;Önden;Beyaz;Hayýr;Galeriden
32750;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;155000;75;1248;Önden;Beyaz;Hayýr;Galeriden
23000;Opel;Corsa;1.4 Enjoy;2004;Benzin & LPG;Manuel;242000;90;1364;Önden;Siyah;Hayýr;Sahibinden
23900;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Manuel;187000;90;1389;Önden;Beyaz;Hayýr;Galeriden
38500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;96200;75;1248;Önden;Beyaz;Hayýr;Sahibinden
45250;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;62500;70;1229;Önden;Gri;Hayýr;Galeriden
51000;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;30400;90;1398;Önden;Siyah;Evet;Sahibinden
55250;Opel;Corsa;1.2 Essentia;2017;Benzin;Manuel;5400;70;1229;Önden;Beyaz;Evet;Galeriden
39500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;140000;75;1248;Önden;Füme;Hayýr;Galeriden
57500;Opel;Corsa;1.4 Enjoy;2015;Benzin & LPG;Yarý Otomatik;44000;90;1398;Önden;Kahverengi;Evet;Galeriden
34000;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Yarý Otomatik;153000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
41000;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;61900;75;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
35500;Opel;Corsa;1.2 Twinport Enjoy;2006;Benzin;Yarý Otomatik;112000;76;1200;Önden;Beyaz;Hayýr;Galeriden
47500;Opel;Corsa;1.4 Twinport Active;2013;Benzin;Manuel;20000;100;1364;Önden;Beyaz;Evet;Galeriden
15750;Opel;Corsa;1.4 Swing;1993;Benzin & LPG;Manuel;246000;60;1389;Önden;Mavi;Hayýr;Galeriden
39500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;140000;75;1248;Önden;Beyaz;Hayýr;Galeriden
10500;Opel;Corsa;1.6 GSi;1995;Benzin;Manuel;253800;106;1598;Önden;Yeþil;Hayýr;Sahibinden
25500;Opel;Corsa;1.2 Twinport Essentia;2005;Benzin;Manuel;161000;76;1200;Önden;Gri;Hayýr;Galeriden
53500;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin;Otomatik;39000;100;1364;Önden;Füme;Hayýr;Sahibinden
18500;Opel;Corsa;1.4 GLS;1999;Benzin;Manuel;208550;90;1389;Önden;Beyaz;Hayýr;Sahibinden
45250;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;98000;95;1248;Önden;Beyaz;Evet;Galeriden
44500;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;142300;75;1248;Önden;Füme;Hayýr;Sahibinden
42000;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin;Manuel;95000;85;1229;Önden;Kahverengi;Hayýr;Galeriden
27000;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;160000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
37990;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;195000;75;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
23500;Opel;Corsa;1.4 GLS;1998;Benzin & LPG;Manuel;240000;76;1201;Önden;Kýrmýzý;Hayýr;Sahibinden
16850;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;228000;76;1601;Önden;Beyaz;Evet;Galeriden
30000;Opel;Corsa;1.3 CDTI Cosmo;2004;Dizel;Yarý Otomatik;155000;70;1248;Önden;Lacivert;Hayýr;Galeriden
27750;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;147000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
44000;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;66500;75;1248;Önden;Beyaz;Hayýr;Sahibinden
21750;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;198827;65;1199;Önden;Sarý;Hayýr;Galeriden
33750;Opel;Corsa;1.2 Enjoy;2010;Benzin & LPG;Manuel;82000;51;1200;Önden;Siyah;Evet;Sahibinden
56900;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;18000;90;1398;Önden;Beyaz;Hayýr;Galeriden
52750;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;50000;100;1364;Önden;Kýrmýzý;Evet;Sahibinden
64750;Opel;Corsa;1.4 Essentia;2016;Benzin;Yarý Otomatik;8700;90;1398;Önden;Beyaz;Evet;Sahibinden
59750;Opel;Corsa;1.4 Enjoy;2015;Benzin;Otomatik;16731;101;1401;Önden;Kahverengi;Evet;Sahibinden
64500;Opel;Corsa;1.4 Design;2017;Benzin;Otomatik;14500;90;1398;Önden;Beyaz;Evet;Galeriden
52500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;53000;90;1398;Önden;Beyaz;Evet;Galeriden
43950;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;105000;75;1248;Önden;Beyaz;Hayýr;Galeriden
59750;Opel;Corsa;1.4 Enjoy;2016;Benzin;Otomatik;19879;76;1201;Önden;Beyaz;Evet;Galeriden
15250;Opel;Corsa;1.4 Swing;1994;Benzin & LPG;Manuel;212000;60;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
27000;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Yarý Otomatik;220000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
21500;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Otomatik;170000;90;1389;Önden;Beyaz;Hayýr;Galeriden
21000;Opel;Corsa;1.6 GSi;1994;Benzin;Manuel;255000;109;1598;Önden;Gri;Hayýr;Sahibinden
42250;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;89900;75;1248;Önden;Beyaz;Hayýr;Galeriden
29000;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;268000;75;1248;Önden;Siyah;Hayýr;Sahibinden
40750;Opel;Corsa;1.2 Enjoy;2009;Benzin;Yarý Otomatik;72000;80;1229;Önden;Füme;Hayýr;Sahibinden
26500;Opel;Corsa;1.4 Enjoy;2004;Benzin;Yarý Otomatik;136000;90;1364;Önden;Siyah;Hayýr;Sahibinden
39750;Opel;Corsa;1.4 Twinport Enjoy;2011;Benzin;Manuel;70770;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
15600;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;230000;90;1389;Önden;Turuncu;Hayýr;Galeriden
45500;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;71000;100;1364;Önden;Siyah;Hayýr;Galeriden
24250;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;240000;70;1248;Önden;Beyaz;Hayýr;Galeriden
69750;Opel;Corsa;1.4 Enjoy;2017;Benzin;Otomatik;6000;90;1398;Önden;Kýrmýzý;Evet;Galeriden
34750;Opel;Corsa;1.4 Enjoy;2007;Benzin;Manuel;170000;90;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
24950;Opel;Corsa;1.3 CDTI Enjoy;2004;Dizel;Manuel;198000;70;1248;Önden;Gri;Hayýr;Galeriden
14000;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;265000;101;1601;Önden;Kýrmýzý;Hayýr;Sahibinden
41500;Opel;Corsa;1.2 Twinport Essentia;2011;Benzin;Yarý Otomatik;92000;76;1200;Önden;Gri;Evet;Galeriden
35250;Opel;Corsa;1.4 Sport;2010;Benzin;Otomatik;96000;90;1364;Önden;Siyah;Hayýr;Sahibinden
41500;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;61000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
42500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;157000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
27250;Opel;Corsa;1.3 CDTI Enjoy;2006;Dizel;Manuel;257000;75;1248;Önden;Gri;Hayýr;Galeriden
37500;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Yarý Otomatik;80000;85;1229;Önden;Siyah;Hayýr;Galeriden
42750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;150000;75;1248;Önden;Beyaz;Hayýr;Galeriden
31000;Opel;Corsa;1.2 Essentia;2004;Benzin;Manuel;46000;75;1199;Önden;Lacivert;Hayýr;Galeriden
36000;Opel;Corsa;1.4 Twinport Enjoy;2005;Benzin;Manuel;143500;76;1201;Önden;Siyah;Hayýr;Sahibinden
52000;Opel;Corsa;1.4 Twinport Essentia;2014;Benzin;Otomatik;38000;100;1364;Önden;Beyaz;Hayýr;Sahibinden
21750;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;169000;76;1201;Önden;Yeþil;Hayýr;Sahibinden
35000;Opel;Corsa;1.2 Essentia;2008;Benzin & LPG;Manuel;98000;80;1229;Önden;Kýrmýzý;Hayýr;Sahibinden
46750;Opel;Corsa;1.4 Twinport Essentia;2012;Benzin;Otomatik;104000;100;1364;Önden;Beyaz;Hayýr;Galeriden
38000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;138000;75;1248;Önden;Gri;Hayýr;Galeriden
68250;Opel;Corsa;1.4 Color Edition;2015;Benzin;Otomatik;34000;76;1201;Önden;Kýrmýzý;Evet;Galeriden
14250;Opel;Corsa;1.2 City;1994;Benzin;Manuel;184000;45;1196;Önden;Beyaz;Hayýr;Galeriden
45750;Opel;Corsa;1.2 Twinport Active;2014;Benzin;Manuel;54000;85;1229;Önden;Kahverengi;Hayýr;Sahibinden
50000;Opel;Corsa;1.4 Twinport Essentia;2012;Benzin & LPG;Otomatik;54000;100;1364;Önden;Gri;Hayýr;Sahibinden
17000;Opel;Corsa;1.4 Swing;1998;Benzin;Manuel;110000;60;1389;Önden;Beyaz;Hayýr;Sahibinden
50900;Opel;Corsa;1.4 Twinport Essentia;2011;Benzin & LPG;Otomatik;82000;100;1364;Önden;Beyaz;Hayýr;Galeriden
54000;Opel;Corsa;1.3 CDTI Enjoy;2013;Dizel;Manuel;63000;75;1248;Önden;Beyaz;Hayýr;Galeriden
29500;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Yarý Otomatik;197000;70;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
43750;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;118000;75;1248;Önden;Beyaz;Hayýr;Galeriden
45900;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;75000;100;1364;Önden;Siyah;Hayýr;Galeriden
21700;Opel;Corsa;1.0 ECO Club;2003;Benzin;Yarý Otomatik;156000;58;973;Önden;Mavi;Hayýr;Galeriden
64000;Opel;Corsa;1.4 Enjoy;2017;Benzin;Yarý Otomatik;15216;90;1398;Önden;Kýrmýzý;Evet;Galeriden
32650;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;189000;90;1248;Önden;Sarý;Hayýr;Sahibinden
24750;Opel;Corsa;1.3 CDTI Enjoy;2006;Dizel;Manuel;170000;75;1248;Önden;Gri;Hayýr;Galeriden
32750;Opel;Corsa;1.2 Essentia;2007;Benzin;Manuel;51000;80;1229;Önden;Gri;Hayýr;Galeriden
33750;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Yarý Otomatik;190000;70;1248;Önden;Beyaz;Hayýr;Galeriden
34500;Opel;Corsa;1.2 Twinport Enjoy;2008;Benzin;Manuel;162500;51;1201;Önden;Gri;Hayýr;Sahibinden
24500;Opel;Corsa;1.4 GLS;2000;Benzin;Manuel;115000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
23000;Opel;Corsa;1.3 CDTI Enjoy;2004;Dizel;Manuel;233000;70;1248;Önden;Lacivert;Hayýr;Sahibinden
30000;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;230000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
